PaperId,Titulo,Autores,Ano,Data_Publicacao,Veiculo,DOI,ArXiv_ID,Resumo,URL
ba5dc31408f02c94946c025e450ddca03fc901ca,Brain Tumor Segmentation and Classification using NVIDIA Jetson Nano,Tejaswini Chennamsetti; N. V; Ajay Kowshik Raja; Mohan Venkata Ramana Chintapalli; Tirumala Rao Gaigulla,2026,2026-04-24,"2026 International Conference on Innovations in Communication, Geoscience and Robotics (ICICGR)",10.1109/ICICGR68236.2026.11600109,,"The detection as well as the classification of brain cancers are some of the most crucial aspects of medical image analysis tasks. These aspects assist in formulating a diagnosis as well as a subsequent treatment of the ailment on time. We proposed a brain tumour classification system and implemented it on the Jetson Nano hardware platform using Python and Anaconda Navigator’s Spyder environment. the dataset from Kaggle was used for our project, which included annotated images grouped under four classes. We used 60% of the dataset for training and remaining 40% was used for the validation and testing of the model. Our system analyses MRI images of the brain and classifies them under any of the four categories learnt from the dataset. We proposed the use of the system for the fast and automated assistance of medical experts during the course of the diagnosis of the ailment, which can significantly reduce the time taken for diagnosis and improve the accuracy of tumour classification. We deployed the proposed system on Jetson Nano board. The model achieved an accuracy of 98.26%, Dice similarity coefficient of 0.91 for tumor segmentation.",https://www.semanticscholar.org/paper/ba5dc31408f02c94946c025e450ddca03fc901ca
c0e1a71334e3fdac60c0dc79854eb52ccd47c225,MedMambaLite: Hardware-Aware Mamba for Medical Image Classification,Romina Aalishah; Mozhgan Navardi; T. Mohsenin,2025,2025-08-07,Biomedical Circuits and Systems Conference,10.1109/BioCAS67066.2025.00057,2508.05049,"AI-powered medical devices have driven the need for real-time, on-device inference in healthcare domains such as biomedical image classification. Deployment of deep learning models at the edge is now used for applications such as anomaly detection and classification in medical images. However, achieving this level of performance on edge devices remains challenging due to limitations in model size and computational capacity. To address this, we present MedMambaLite, a hardware-aware Mamba-based model optimized through knowledge distillation for medical image classification. We start with a powerful MedMamba model, which integrates a Mamba structure for efficient feature extraction in medical imaging. We make the model lighter and faster in training and inference by reducing the redundancies in the architecture and integrating modifications. We then distill its knowledge into a smaller student model by reducing the embedding dimensions. The optimized model achieves $94.5 \%$ overall accuracy on 10 MedMNIST datasets. It also reduces parameters $22.8 \times$ compared to MedMamba. Deployment of MedMambaLite on an NVIDIA Jetson Orin Nano achieves 35.6 mJ energy per inference. This outperforms MedMamba by $63 \%$ improvement in energy per inference, demonstrating its suitability for edge medical applications.",https://www.semanticscholar.org/paper/c0e1a71334e3fdac60c0dc79854eb52ccd47c225
d542b5e0bb81c584c561b718e18a8f1e662aa109,Accelerating Medical Image Analysis on Edge Devices: A Study with MobileOne Architecture,Dev Gala; Jinam Keniya; Harsha Varun Marisetty; Manik Gupta; T. Verlekar; Erik H. W. Meijering; Ashwin Srinivasan,2025,2025-03-17,2025 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),10.1109/PerComWorkshops65533.2025.00058,,"Neural networks, particularly convolutional neural networks, have proven effective in medical image analysis tasks such as classification (for example, identifying possible diseases), segmentation (for example, separating healthy tissue from necrosed), and object detection (for example, localising tumours). However, the benefits of developing and using such models come at significant infrastructural costs. There is a long-standing hope that comparable performance may be achievable with models on commodity, portable ""edge"" devices. These devices can be deployed for real-time decision-making by local inferencing and can improve access to these technologies in underdeveloped regions. Edge models typically trade-off model performance to achieve faster inference times on low-power hardware in edge devices. However, recent advances in generic feature-extraction pipelines (""backbones"") for edge devices suggest that it may be possible to reuse them to construct models that can perform faster inference and predict almost as accurately as larger server-based models. We demonstrate this here using case studies of detection and classification tasks for medical images. Specifically, we use the MobileOne backbone, which provides inference times of under 1s. We compare its performance on well-known classification and detection datasets (HAM10000 and HyperKvasir) against state-of-the-art (SOA) models in server and edge computing environments. Our results show that MobileOne outperforms other SOA models while running on both server and edge devices. We have verified that the edge-based model is deployable on a commercially available, mid-range Android phone with a commodity GPU and edge devices such as Nvidia Jetson Nano, Orin Nano and Raspberry Pi.",https://www.semanticscholar.org/paper/d542b5e0bb81c584c561b718e18a8f1e662aa109
db8b1d4a6b8a7dbf944759a77a84abcadf02c1b1,Edge GPU Aware Multiple AI Model Pipeline for Accelerated MRI Reconstruction and Analysis,A. Majeed; Mahmoud Méribout; Safa Sali,2025,2025-10-02,arXiv.org,10.48550/arXiv.2510.01730,2510.01730,"Advancements in AI have greatly enhanced the medical imaging process, making it quicker to diagnose patients. However, very few have investigated the optimization of a multi-model system with hardware acceleration. As specialized edge devices emerge, the efficient use of their accelerators is becoming increasingly crucial. This paper proposes a hardware-accelerated method for simultaneous reconstruction and diagnosis of \ac{MRI} from \ac{CT} images. Real-time performance of achieving a throughput of nearly 150 frames per second was achieved by leveraging hardware engines available in modern NVIDIA edge GPU, along with scheduling techniques. This includes the GPU and the \ac{DLA} available in both Jetson AGX Xavier and Jetson AGX Orin, which were considered in this paper. The hardware allocation of different layers of the multiple AI models was done in such a way that the ideal time between the hardware engines is reduced. In addition, the AI models corresponding to the \ac{GAN} model were fine-tuned in such a way that no fallback execution into the GPU engine is required without compromising accuracy. Indeed, the accuracy corresponding to the fine-tuned edge GPU-aware AI models exhibited an accuracy enhancement of 5\%. A further hardware allocation of two fine-tuned GPU-aware GAN models proves they can double the performance over the original model, leveraging adequate partitioning on the NVIDIA Jetson AGX Xavier and Orin devices. The results prove the effectiveness of employing hardware-aware models in parallel for medical image analysis and diagnosis.",https://www.semanticscholar.org/paper/db8b1d4a6b8a7dbf944759a77a84abcadf02c1b1
eba519c9e4e03fc4f52f3120a0d5803c62e36c4d,S-E Pipeline: A Vision Transformer (ViT) based Resilient Classification Pipeline for Medical Imaging Against Adversarial Attacks,Neha A S; Vivek Chaturvedi; Muhammad Shafique,2024,2024-06-30,IEEE International Joint Conference on Neural Network,10.1109/IJCNN60899.2024.10650591,2407.17587,"Vision Transformer (ViT) is becoming widely popular in automating accurate disease diagnosis in medical imaging owing to its robust self-attention mechanism. However, ViTs remain vulnerable to adversarial attacks that may thwart the diagnosis process by leading it to intentional misclassification of critical disease. In this paper, we propose a novel image classification pipeline, namely, S-E Pipeline, that performs multiple pre-processing steps that allow ViT to be trained on critical features so as to reduce the impact of input perturbations by adversaries. Our method uses a combination of segmentation and image enhancement techniques such as Contrast Limited Adaptive Histogram Equalization (CLAHE), Unsharp Masking (UM), and High-Frequency Emphasis filtering (HFE) as preprocessing steps to identify critical features that remain intact even after adversarial perturbations. The experimental study demonstrates that our novel pipeline helps in reducing the effect of adversarial attacks by 72.22% for the ViT-b32 model and 86.58% for the ViT-l32 model. Furthermore, we have shown an end-to-end deployment of our proposed method on the NVIDIA Jetson Orin Nano board to demonstrate its practical use case in modern hand-held devices that are usually resource-constrained.",https://www.semanticscholar.org/paper/eba519c9e4e03fc4f52f3120a0d5803c62e36c4d
f8060c5fb4202c5371681f3e793c0f13aaa2d95c,Deep learning steganography for big data security using squeeze and excitation with inception architectures,Bini M Issac; S. N. Kumar; Sherin Zafar; K. A. Shakil; M. A. Wani,2025,2025-08-25,Scientific Reports,10.1038/s41598-025-16394-7,,"With the exponential growth of big data in domains such as telemedicine and digital forensics, the secure transmission of sensitive medical information has become a critical concern. Conventional steganographic methods often fail to maintain diagnostic integrity or exhibit robustness against noise and transformations. In this study, we propose a novel deep learning-based steganographic framework that combines Squeeze-and-Excitation (SE) blocks, Inception modules, and residual connections to address these challenges. The encoder integrates dilated convolutions and SE attention to embed secret medical images within natural cover images, while the decoder employs residual and multi-scale Inception-based feature extraction for accurate reconstruction. Designed for deployment on NVIDIA Jetson TX2, the model ensures real-time, low-power operation suitable for edge healthcare applications. Experimental evaluation on MRI and OCT datasets demonstrates the model’s efficacy, achieving Peak Signal-to-Noise Ratio (PSNR) values of 39.02 and 38.75, and Structural Similarity Index (SSIM) values of 0.9757, confirming minimal visual distortion. This research contributes to advancing secure, high-capacity steganographic systems for practical use in privacy-sensitive environments.",https://www.semanticscholar.org/paper/f8060c5fb4202c5371681f3e793c0f13aaa2d95c
f863c92568c508280fd32f9f20ce64eb999e3ac9,Optimizing Medical MRI Brain Image Classification through Compression Analysis on Deep learning Models with Light Weight Implementation,Neena K A; A. M N,2026,,International Journal of Computer Theory and Engineering,10.7763/ijcte.2026.v18.1389,,"Medical imaging is essential for diagnosing neurological diseases. Advances in Deep Learning (DL) have greatly improved brain Magnetic Resonance Imaging (MRI) classification, enabling more accurate anomaly detection. However, the high computational and memory demands of DL models pose challenges for deployment on resource-constrained platforms such as portable medical devices and edge computing systems. This study aims to address these limitations by reducing storage and transmission demands through deep learning-based tumour classification on compressed MRI data. JPEG2000 lossless compression was applied at varying ratios to examine its effect on classification performance. The analysis focuses on understanding how different compression levels impact the accuracy and reliability of DL models. Three deep learning architectures—Convolutional Neural Network (CNN), ResNet50, and MobileNetV2—were selected to represent baseline, high-capacity, and lightweight models, respectively, and were trained on compressed MRI datasets to classify brain images into glioma, meningioma, pituitary tumor, and no tumor. Evaluation metrics included Peak Signal-to-Noise Ratio (PSNR), entropy, and Structural Similarity Index (SSIM) for image quality, and precision, recall, accuracy, F1 score, and Area Under the Receiver Operating Characteristic Curve (AUROC) for classification performance. The experimental results indicate that CNN and ResNet50 exhibit higher classification metrics at specific compression levels. However, MobileNetV2 consistently maintains acceptable performance across all tested compression ratios. MobileNetV2 features a lightweight architecture with minimal memory requirements, making it well-suited for deployment in point-of-care devices. The model was optimized and deployed on the NVIDIA Jetson TX2 Developer Board, enabling the development of a portable, lightweight diagnostic tool for brain tumor detection.",https://www.semanticscholar.org/paper/f863c92568c508280fd32f9f20ce64eb999e3ac9
fbd370e7955da906795ba5721566f30f2f48f1d6,GPU-Accelerated Edge Inference for COVID-19 Chest X-Ray Classification: A Systematic Benchmarking of CNN Architectures on the NVIDIA Jetson Orin Nano with TensorRT FP16 and INT8 Optimisation,"Bharat Tank, Mitul Patel, Soumya Das",2025,2025-12-31,Dandao Xuebao/Journal of Ballistics,10.52783/dxjb.v37.363,,"Background. Convolutional neural networks (CNNs) have demonstrated strong diagnostic performance for automated COVID-19 classification from chest X-ray (CXR) images; nonetheless, published studies evaluate inference almost exclusively on server-grade GPU hardware that are economically and logistically incompatible with point-of-care deployment in resource-constrained clinical settings. GPU-accelerated embedded devices offer a viable alternative deployment pathway, although a systematic characterisation of CNN inference performance, power consumption, and diagnostic accuracy across multiple precision modes on these devices is still not present in the medical imaging literature. 
Methods. This study presents a systematic benchmarking evaluation of four representative CNN architectures — ResNet18, ResNet50, DenseNet121, and SqueezeNet deployed on the NVIDIA Jetson Orin Nano (1024-core Ampere GPU, 32 Tensor Cores, 8 GB LPDDR5 unified memory, less than USD-200) in binary classification of COVID-19 CXR images using the COVID-Xray-5k dataset (5,000 images). The diagnostic performance was assessed via 5-fold stratified cross-validation and tested on an independent 918-image held-out test partition. All architectures were characterised in three precision modes, namely FP32 baseline, TensorRT FP16 half-precision, and INT8 post-training quantisation (PTQ). Inference latency (mean, P50, P95), throughput (FPS), peak GPU memory utilisation, and power consumption of the board were system-level profiled in MAXN mode via sudo tegrastats at 100 ms polling rates. 
Results. AUC ≥ 0.978 All four architectures achieved AUC ≥ 0.978, and diagnostic accuracy was fully preserved under FP16 and INT8 TRT (ΔAUC < 0.005). FP32 latency, FP16 TRT latency and INT8 TRT latency were 15.7 ms (63.8 FPS, 7.4 W, 8.6 inferences/Joule), 10.8 ms (92.0 FPS, 7.4 W, 12.4 inferences/Joule) and 7.2 ms (138.9 FPS, 6.9 W, 20.1 inferences/Joule) on ResNet18 respectively. The highest FPS of SqueezeNet was 909 FPS gained under INT8 TRT at around 1.5 MB of GPU memory. FP32 GPU inference achieved 856–2,178× speedup over the Raspberry Pi 4 CPU baseline; TensorRT FP16 extended speedups to 1,244–5,290×. A novel empirical finding is that DenseNet121 has serialised GPU memory access, which causes it to have higher FP32 inference latency than ResNet50 despite having fewer parameters due to the dense connectivity. 
Conclusions. TensorRT-optimised CNN inference on the NVIDIA Jetson Orin Nano enables real-time CXR screening within a sub-7.4 W average power. The reproducible three-precision-mode deployment pipeline, fully power-profiled architecture selection criteria presented here provide a strict empirical basis for deploying CNN-based diagnostics on GPU-accelerated embedded hardware in resource-constrained healthcare settings embedded hardware.",https://www.semanticscholar.org/paper/fbd370e7955da906795ba5721566f30f2f48f1d6
00371869c061be4480ee19f9db87a441354517b0,MRI Classification for Lightweight Deployment on Nvidia Jetson Orin Nano,Jonathan Taylar; Marwin B. Alejo,2025,2025-12-10,2025 6th Technology Innovation Management and Engineering Science International Conference (TIMES-iCON),10.1109/TIMES-iCON67125.2025.11488124,,,https://www.semanticscholar.org/paper/00371869c061be4480ee19f9db87a441354517b0
0635fabd78a86789561702d91e567477b3b4ce10,An Explainable Deep Learning-Based Predictive Maintenance Solution for Air Compressor Condition Monitoring,Alexandru Ciobotaru; C. Corches; D. Goța; L. Miclea,2025,2025-09-01,Italian National Conference on Sensors,10.3390/s25185797,,"Air compressors are vital across various sectors—automotive, manufacturing, buildings, and healthcare—as they provide pressurized air for air suspension systems in vehicles, supply power pneumatic machines throughout industrial production lines, and support non-clinical infrastructure within hospital environments, including pneumatic control systems, isolation room pressurization, and laboratory equipment operation. Ensuring that such components are reliable is critical, as unexpected failures can disrupt facility functions and compromise patient safety. Predictive maintenance (PdM) has emerged as a key factor in enhancing the reliability and operational efficiency of medical devices by leveraging sensor data and artificial intelligence (AI)-based algorithms to detect component degradation before functional failures occur. In this paper, a predictive maintenance solution for condition monitoring and fault prediction for the exhaust valve, bearings, water pump, and radiator of an air compressor is presented, by comparing a hybrid deep neural network (DNN) as a feature extractor and a support vector machine (SVM) for condition classification: a pure DNN classifier as well as a standalone SVM model. Additionally, each model was trained and validated on three devices—NVIDIA T4 GPU, Raspberry Pi 4 Model B, and NVIDIA Jetson Nano—and performance reports in terms of latency, energy consumption, and CO2 emissions are presented. Moreover, three model agnostic explainable AI (XAI) methods were employed to increase the transparency of the hybrid model’s final decision: Shapley additive explanations (SHAP), local interpretable model-agnostic explanations (LIME) and partial dependence plots (PDP). The hybrid model achieves on average 98.71%, 99.25%, 98.78%, and 99.01% performance in terms of accuracy, precision, recall, and F1-score across all devices Additionally, the DNN baseline and SVM model achieve on average 93.2%, 88.33%, 90.45%, and 89.37%, as well as 93.34%, 88.11%, 95. 41%, and 91.62% performance in terms of accuracy, precision, recall, and F1-score across all devices. The integration of XAI methods within the PdM pipeline offers enhanced transparency, interpretability, and trustworthiness of predictive outcomes, thereby facilitating informed decision-making among maintenance personnel.",https://www.semanticscholar.org/paper/0635fabd78a86789561702d91e567477b3b4ce10
0829e4ae53850ff577488837000438fb00a266d5,Optimizing Deep Learning Models for Ophthalmic Disease Detection on Resource-Constrained Devices,Zaina Abushaban; Salih Eren Yüzbaşıoğlu; Selma Dilek; S. Tosun,2025,2025-05-23,"2025 7th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)",10.1109/ICHORA65333.2025.11017237,,"This paper explores the optimization of convolutional neural networks (CNNs) for ophthalmic disease detection via fundus image classification on resource-constrained edge devices. The study investigates the impact of pruning, quantization, and knowledge distillation on reducing model size and inference time while maintaining high classification accuracy. Using a dataset of retinal fundus images, the optimized models were deployed on a Jetson Nano microcontroller. Experimental results demonstrate that post-training quantization achieves the best trade-off between efficiency and accuracy, reducing model size to 11.22MB while maintaining a validation accuracy of 97.39%. Hybrid approaches combining knowledge distillation and quantization further reduced parameters while preserving performance, highlighting promising strategies for deploying deep learning in edge AI healthcare applications.",https://www.semanticscholar.org/paper/0829e4ae53850ff577488837000438fb00a266d5
095f491a69ed154293e931606cee6fb1bff9ee78,Edge-AI enabled secure IoT framework for real-time patient monitoring and anomaly detection in smart healthcare systems.,P. Karpagam; M. Karthikeyan; G. Kalpana; A. Suresh,2026,2026-06-25,Scientific Reports,10.1038/s41598-026-59602-8,,"Hospitals desire knowledge of bedside sensors in real time but they do not wish to send everything to the cloud. We propose an Edge-AI framework used in the IoT environment that maintains intelligence as near as possible to the patient, and ensures privacy and a trusted audit trail. A quantized CNN-LSTM is run on-device to detect anomalies and protects data in transit and at rest (TLS plus lightweight homomorphic encryption), logs notable events to a private block chain to give an auditable, tamper-proof history, and improves models off-device using federated learning to ensure that raw patient data never reaches the cloud. Reply The framework was tested against a cloud-only baseline on the MIT-BIH Arrhythmia dataset and a live multi-sensor synthetic stream, beating it across all metrics: accuracy 94.7% versus 83.1% accuracy, median inference latency 118 ms versus 246 ms (a 52% reduction), daily communication overhead 36.2 MB versus 56.3 MB (a savings of 38.1%), and energy usage 1.21 mW/sample (near 22% energy efficiency improvement). Block chain logging endured 75 events/s, which helped medico-legal tractability. Federated rounds provided ~ 1.5-2.3 accuracy points per round across five rounds, whereas INT8 quantization reduced model size by ~ 74% with only a ~ 0.4 accuracy degrade-practical in Jetson-class edge devices. SHAP explanations accompany alerts to enable the establishment of clinical trust in the model by demonstrating why a case was flagged. In general, the framework provides a safe, decipherable, and standard-aligned course to hospital-scale implementation (> 1,000 nodes) with quantifiable gains in responsiveness and bandwidth as well as power.",https://www.semanticscholar.org/paper/095f491a69ed154293e931606cee6fb1bff9ee78
0bc1ba2edf505801d3eef152578b5846d7676296,A Benchmark Study of RF Anomaly Detection Models on NVIDIA Jetson Orin Nano,Nicholas D. Redmond; Mohd. Hasan Ali; Dipankar Dasgupta; Myounggyu Won,2026,2026-01-09,Consumer Communications and Networking Conference,10.1109/CCNC65079.2026.11366305,,"Radio frequency (RF) communication has become essential for critical infrastructure including healthcare, transportation, and government services. While numerous ML models have been developed for RF security, many require cloud computing due to computational demands, introducing latency and privacy concerns. With advances in AI edge computing, there is growing opportunity to deploy models directly on edge devices. This work presents the first benchmark study evaluating ML models for RF anomaly detection on the NVIDIA Jetson Orin Nano platform.",https://www.semanticscholar.org/paper/0bc1ba2edf505801d3eef152578b5846d7676296
0f186373c36551356fc7b3c9ff814224a03fead4,Design of Interactive System for Acupoint Analysis Based on Augmented Reality,Chung-Yen Wei; Bo-Yuan Xu; Yu-Xiang Zhao,2023,2023-10-31,Asia-Pacific Signal and Information Processing Association Annual Summit and Conference,10.1109/APSIPAASC58517.2023.10317347,,"In this paper, we utilize the edge computing of Jetson Nano J1010 development board and employ MediaPipe technology and acupoint mapping algorithm to display acupoints on the screen. By using a custom deep neural network (DNN) hand recognition model, we achieve augmented reality (AR) interaction with acupoints. Users can view the corresponding acupoint locations on the body and acupoint descriptions through gestures. Additionally, we develop a mobile app that enables interaction with the system via Bluetooth technology. Users can select symptoms they wish to understand, and the system will display acupoints that can alleviate those symptoms. Our team also develops an AI-based diagnostic system using the open-source conversational AI Rasa, which utilizes natural language understanding (NLU) to determine the user's intents from input on the mobile app. When the intent is related to medical content, the information is passed to a BERT model for diagnosis analysis, determining possible diseases or symptoms and providing corresponding recommended acupoints for symptom relief. This aids users in making preliminary judgments about their own conditions. All AI diagnostic information is transmitted to the server-side, where physicians can view user information through a website. By visualizing the data through charts, physicians can quickly understand the user's condition and further save medical resources. This acupoint-based healthcare system offers a safe, convenient, and efficient solution for health management, particularly valuable for individuals lacking experience and medical knowledge.",https://www.semanticscholar.org/paper/0f186373c36551356fc7b3c9ff814224a03fead4
168ff84c0583ea7bd48ea6dac3a48ef182d80a96,Model Compression Engine for Wearable Devices Skin Cancer Diagnosis,Jacob M. Delgado-L'opez; Andrea P. Seda-Hernandez; Juan D. Guadalupe-Rosado; L. Ramirez; Miguel Giboyeaux-Camilo; Wilfredo E. Lugo-Beauchamp,2025,2025-07-23,arXiv.org,10.48550/arXiv.2507.17125,2507.17125,"Skin cancer is one of the most prevalent and preventable types of cancer, yet its early detection remains a challenge, particularly in resource-limited settings where access to specialized healthcare is scarce. This study proposes an AI-driven diagnostic tool optimized for embedded systems to address this gap. Using transfer learning with the MobileNetV2 architecture, the model was adapted for binary classification of skin lesions into""Skin Cancer""and""Other.""The TensorRT framework was employed to compress and optimize the model for deployment on the NVIDIA Jetson Orin Nano, balancing performance with energy efficiency. Comprehensive evaluations were conducted across multiple benchmarks, including model size, inference speed, throughput, and power consumption. The optimized models maintained their performance, achieving an F1-Score of 87.18% with a precision of 93.18% and recall of 81.91%. Post-compression results showed reductions in model size of up to 0.41, along with improvements in inference speed and throughput, and a decrease in energy consumption of up to 0.93 in INT8 precision. These findings validate the feasibility of deploying high-performing, energy-efficient diagnostic tools on resource-constrained edge devices. Beyond skin cancer detection, the methodologies applied in this research have broader applications in other medical diagnostics and domains requiring accessible, efficient AI solutions. This study underscores the potential of optimized AI systems to revolutionize healthcare diagnostics, thereby bridging the divide between advanced technology and underserved regions.",https://www.semanticscholar.org/paper/168ff84c0583ea7bd48ea6dac3a48ef182d80a96
1ae84885e1c801dc6a5db9560a5185e27f1eb74c,Development of artificial intelligence edge computing based wearable device for fall detection and prevention of elderly people,Paramasivam A; Ferlin Deva Shahila D; J. M; Sivakumaran T.S; Sakthivel Sankaran; Pavan Sai Kiran Reddy Pittu; Vijayalakshmi S,2024,2024-04-01,Heliyon,10.1016/j.heliyon.2024.e28688,,"Elderly falls are a major concerning threat resulting in over 1.5–2 million elderly people experiencing severe injuries and 1 million deaths yearly. Falls experienced by Elderly people may lead to a long‐term negative impact on their physical and psychological health conditions. Major healthcare research had focused on this lately to detect and prevent the fall. In this work, an Artificial Intelligence (AI) edge computing based wearable device is designed and developed for detection and prevention of fall of elderly people. Further, the various deep learning algorithms such as Convolutional Neural Network (CNN), Recurrent Neural Network (RNN), Long Short-Term Memory (LSTM), Gated Recurrent Unit (GRU) are utilized for activity recognition of elderly. Also, the CNN-LSTM, RNN-LSTM and GRU-LSTM with and without attention layer respectively are utilized and the performance metrics are analyzed to find the best deep learning model. Furthermore, the three different hardware boards such as Jetson Nano developer board, Raspberry PI 3 and 4 are utilized as an AI edge computing device and the best deep learning model is implemented and the computation time is evaluated. Results demonstrate that the CNN-LSTM with attention layer exhibits the accuracy, recall, precision and F1_Score of 97%, 98%, 98% and 0.98 respectively which is better when compared to other deep learning models. Also, the computation time of NVIDIA Jetson Nano is less when compared to other edge computing devices. This work appears to be of high societal relevance since the proposed wearable device can be used to monitor the activity of elderly and prevents the elderly falls which improve the quality of life of elderly people.",https://www.semanticscholar.org/paper/1ae84885e1c801dc6a5db9560a5185e27f1eb74c
20804b7966668d34337c7ecc6d1b941a2195e830,Radiomic V-Net Deep Learning Architecture for Breast Cancer Prediction Deployed on Medical Consumer Electronics,K. Rehman; Yibin Tian; Jianqiang Li; Anaa Yasin; Ayesha Jabbar; Jungpil Shin; Mohammad Yahya H. Al-Shamri; Inam Ullah,2026,2026-02-01,IEEE transactions on consumer electronics,10.1109/TCE.2025.3630000,,"This paper introduces a radiomic-integrated 2D V-Net architecture designed for deployment on medical consumer electronics (MCE) platforms. The system targets real-time detection of architectural distortion in mammograms, a critical indicator for early breast cancer screening. Unlike conventional clinical models, our approach is optimized for consumer-grade edge devices, including Jetson Nano, Raspberry Pi 4, and Snapdragon 865, enabling diagnostic capability in home, rural, and mobile health settings. To achieve this, we employ lightweight design strategies such as top-hat morphological preprocessing, radiomic feature integration, and skip-connected V-Net layers. Deployment efficiency is further enhanced with INT8 quantization, pruning, and operator fusion, reducing model size and latency while preserving accuracy. Experimental evaluation on the CBIS-DDSM and PINUM datasets demonstrates robust performance, with accuracies of 0.98 and 0.97 and specificities of 0.97 and 0.87, respectively. A dedicated visualization interface for smartphones and tablets provides interactive feedback and encrypted report sharing, bridging patients and healthcare providers. By combining radiomic insights, edge AI deployment, and consumer-grade accessibility, this work contributes a scalable, privacy-aware solution for smart healthcare ecosystems and next-generation MCE.",https://www.semanticscholar.org/paper/20804b7966668d34337c7ecc6d1b941a2195e830
2e4d57d40de71004c7fd63254ab51f0c33bc317f,Humanoid Robot Architecture Based on Real-Time Image Processing and Agentic AI,Shivaputhra; C. Ravindranath; G. Pavithra; Swapnil S. Ninawe,2026,2026-05-08,2026 International Conference on Next Generation Electronics (NELEX),10.1109/NELeX69209.2026.11590514,,"The project features a Humanoid robot with the ability to interact, perceive, and operate in human-like environments while having human-like knowledge and sophistication. The robot is powered by the Jetson Orin Nano which enables the robot to execute high-performance edge Artificial Intelligence by allowing it to perform real-time image processing, gesture understanding, and autonomous decision making without having to utilize a cloud environment. The 28 MG995 servo motors are powered by 28 ESP32 controllers that make up the distributed control network and maintain natural walking, stable posture control, expressive upper body movement, and dexterous manipulation through 5-finger robotic hands. The camera, IMU, Mic, and optional depth sensor combination make up a rich sensor suite that gives the robot the ability to detect obstacles, identify faces, analyze gestures, and communicate with voices in a meaningful way. The robot includes safety features for; fall detection, collision avoidance, and controlled gait planning which support a high level of reliable navigation through dynamic environments. The robots modular Hardware and scalable Software architecture allow for easy addition of Hardware upgrades, additional sensors, and expansion into specialized task domains. The combination of mobility, perception, and autonomous reasoning provides further demonstration of the system’s potential in many of the commercial and institutional partner domains; Healthcare, Education, Home Services, and Research. As such, this cost-effective humanoid robot is a significant forward progression towards practical, flexible, and interactive human- robot collaboration.",https://www.semanticscholar.org/paper/2e4d57d40de71004c7fd63254ab51f0c33bc317f
346854bcd6e12cf0f13218bed92863a87c0b7418,Real-Time Edge AI with Explainable Deep Learning for Predictive Maintenance of Medical Devices: *Instantaneous Detection of Medical Device Failures using Edge AI,Fernando Siboro; Hendry; Evi Maria; Irwan Sembiring,2026,2026-02-26,2026 International Seminar on Intelligent Business and Edge-Computing Research (ISIBER),10.1109/ISIBER68248.2026.11470555,,"Medical device reliability is a critical factor in ensuring patient safety and healthcare quality. Failures in medical equipment not only disrupt clinical workflows but also increase maintenance costs and operational risks. This study proposes a framework of edge-enabled, explainable deep learning for predictive maintenance of medical devices. The framework integrates multimodal data fusion, combining structured sensor data with unstructured maintenance records, processed through CNN-LSTM and transformer-based NLP models. Explainability techniques such as SHAP and LIME are embedded to provide transparent interpretations of model predictions, enhancing trust among technical staff and hospital management. The system is deployed on edge devices (Raspberry Pi, NVIDIA Jetson Nano) to achieve real-time inference, reduce latency, and improve data privacy compared to cloud-based approaches. Experimental results demonstrate that multimodal fusion significantly improves prediction accuracy, while edge deployment reduces latency from 450-600 ms (cloud) to 120-180 ms. Business impact simulations further highlight reductions in maintenance costs and downtime, supporting intelligent healthcare operations. This research contributes by bridging technical performance with business intelligence, offering a scalable and explainable solution for predictive maintenance. Future work will explore crossdomain generalization and integration with Sustainable Development Goals (SDGs), particularly in advancing healthcare sustainability.",https://www.semanticscholar.org/paper/346854bcd6e12cf0f13218bed92863a87c0b7418
389f1d2fc4feb699f5ecf5bfcded91b17f547bf3,An End-to-End Deployment Workflow for AI Enabled Agriculture Applications at the Edge,D. Sonmez; Aydın Çetin,2024,2024-03-06,International Conference on Computing and Information,10.1109/ICCI61671.2024.10485167,,"The use of deep learning enabled computer vision applications gained momentum after AlexNet convolutional neural network architecture won the ImageNet Large Scale Visual Recognition Challenge (ILSVRC) in 2012. This led implementation of such methods in various application fields including defense industry, smart cities, intelligent video analytics, industrial inspection, and healthcare. Success of these applications enabled agriculture and livestock management to benefit from such implementations in recent years. In this work, we proposed an end-to-end workflow for deep learning-based computer vision applications to facilitate the AI model training, model optimization, model deployment, metadata streaming, metadata recording, result filtering/searching and data visualization. The source data of the visualizations as result of the analysis are stored in a high-performance database presented within the scope of the study. On the other hand, using the state-of-the-art deep learning algorithms and infrastructures, both model training and inference performance-oriented classification model comparison were carried out. In order to compare the developed models with the models developed in other studies in the literature, the training and inference process were tested on the same open-source data set. The workflow is proposed as a hybrid solution that can be deployed both on streamline x86 computer systems and ARM64 embedded devices. Therefore, deployment benchmarks for servers and NVIDIA Jetson devices are also provided within the paper.",https://www.semanticscholar.org/paper/389f1d2fc4feb699f5ecf5bfcded91b17f547bf3
